blk2010gj,blk2010ge,blk2020gj,blk2020ge,parea,weight
G15000900310001030,150090310001030,G15000900310013015,150090310013015,1,1
G15000900310001031,150090310001031,G15000900310013014,150090310013014,1,1
G15000900310001032,150090310001032,G15000900310014009,150090310014009,1,1
G15000900310001033,150090310001033,G15000900310011006,150090310011006,1,1
G15000900310001034,150090310001034,G15000900310011000,150090310011000,1,1
G15000900310001035,150090310001035,G15000900310011005,150090310011005,1,1
G15000900310002000,150090310002000,G15000900310021005,150090310021005,1,1
G15000900310002001,150090310002001,G15000900310021004,150090310021004,1,1
G15000900310002002,150090310002002,G15000900310021006,150090310021006,1,1
G15000900310002003,150090310002003,G15000900310021007,150090310021007,1,1
G15000900310002004,150090310002004,G15000900310021008,150090310021008,1,1
G15000900310002005,150090310002005,G15000900310021009,150090310021009,1,1
G15000900310002006,150090310002006,G15000900310021010,150090310021010,1,1
G15000900310002007,150090310002007,G15000900310021011,150090310021011,1,1
G15000900310002008,150090310002008,G15000900310021012,150090310021012,1,1
G15000900310002009,150090310002009,G15000900310021003,150090310021003,1,1
G15000900310002010,150090310002010,G15000900310021002,150090310021002,1,1
G15000900310002011,150090310002011,G15000900310021001,150090310021001,1,1
G15000900310002012,150090310002012,G15000900310021013,150090310021013,1,1
G15000900310002013,150090310002013,G15000900310021000,150090310021000,1,1
G15000900310002014,150090310002014,G15000900310021021,150090310021021,1,1
G15000900310002015,150090310002015,G15000900310021020,150090310021020,1,1
G15000900310002016,150090310002016,G15000900310021019,150090310021019,1,1
G15000900310002017,150090310002017,G15000900310021014,150090310021014,1,1
G15000900310002018,150090310002018,G15000900310021015,150090310021015,1,1
G15000900310002019,150090310002019,G15000900310021016,150090310021016,1,1
G15000900310002020,150090310002020,G15000900310021017,150090310021017,1,1
G15000900310002021,150090310002021,G15000900310021018,150090310021018,1,1
G15000900310003000,150090310003000,G15000900310023001,150090310023001,1,1
G15000900310003001,150090310003001,G15000900310023001,150090310023001,1,1
G15000900310003002,150090310003002,G15000900310023000,150090310023000,0.0213481775,0.1916342225
G15000900310003002,150090310003002,G15000900310023004,150090310023004,0.9786518225,0.8083657775
G15000900310003003,150090310003003,G15000900310023006,150090310023006,1,1
G15000900310003004,150090310003004,G15000900310023002,150090310023002,1,1
G15000900310003005,150090310003005,G15000900310023005,150090310023005,1,1
G15000900310003006,150090310003006,G15000900310023000,150090310023000,0.9869153675,0.9987815168
G15000900310003006,150090310003006,G15000900310023004,150090310023004,0.0130846325,0.0012184832
G15000900310003007,150090310003007,G15000900310023003,150090310023003,1,1
G15000900310003008,150090310003008,G15000900310023004,150090310023004,1,1
G15000900310003009,150090310003009,G15000900310023004,150090310023004,1,1
G15000900310003010,150090310003010,G15000900310023008,150090310023008,1,1
G15000900310003011,150090310003011,G15000900310023007,150090310023007,1,1
G15000900310004000,150090310004000,G15000900310022011,150090310022011,1,1
G15000900310004001,150090310004001,G15000900310022006,150090310022006,1,1
G15000900310004002,150090310004002,G15000900310022002,150090310022002,0.2122456964,0
G15000900310004002,150090310004002,G15000900310022003,150090310022003,0.7877543036,1
G15000900310004003,150090310004003,G15000900310022010,150090310022010,1,1
G15000900310004004,150090310004004,G15000900310022009,150090310022009,1,1
G15000900310004005,150090310004005,G15000900310022003,150090310022003,1,1
G15000900310004006,150090310004006,G15000900310022001,150090310022001,0.0102210745,0
G15000900310004006,150090310004006,G15000900310022005,150090310022005,0.9897789255,1
G15000900310004007,150090310004007,G15000900310022008,150090310022008,1,1
G15000900310004008,150090310004008,G15000900310022005,150090310022005,1,1
G15000900310004009,150090310004009,G15000900310022000,150090310022000,0.0199475218,0
G15000900310004009,150090310004009,G15000900310022004,150090310022004,0.9800524782,1
G15000900310004010,150090310004010,G15000900310022007,150090310022007,1,1
G15000900311011000,150090311011000,G15000900311063002,150090311063002,1,1
G15000900311011001,150090311011001,G15000900311063003,150090311063003,0.9526515359,0.9526515359
G15000900311011001,150090311011001,G15000900311063004,150090311063004,0.0473484641,0.0473484641
G15000900311011002,150090311011002,G15000900311063001,150090311063001,0.1746011378,0.1746011378
G15000900311011002,150090311011002,G15000900311063004,150090311063004,0.8253988622,0.8253988622
G15000900311011003,150090311011003,G15000900311063000,150090311063000,0.5180015118,0.7985197368
G15000900311011003,150090311011003,G15000900311063005,150090311063005,0.4819984882,0.2014802632
G15000900311012000,150090311012000,G15000900311061008,150090311061008,0.8984935816,0.8301404853
G15000900311012000,150090311012000,G15000900311061011,150090311061011,0.0937239677,0.1698595147
G15000900311012000,150090311012000,G15000900311061013,150090311061013,0.0077824506,0
G15000900311012001,150090311012001,G15000900311061012,150090311061012,1,1
G15000900311012002,150090311012002,G15000900311061009,150090311061009,1,1
G15000900311012003,150090311012003,G15000900311061010,150090311061010,1,1
G15000900311012004,150090311012004,G15000900311061007,150090311061007,1,1
G15000900311012005,150090311012005,G15000900311061003,150090311061003,1,1
G15000900311012006,150090311012006,G15000900311061006,150090311061006,1,1
G15000900311012007,150090311012007,G15000900311061001,150090311061001,1,1
G15000900311012008,150090311012008,G15000900311061002,150090311061002,1,1
G15000900311012009,150090311012009,G15000900311061004,150090311061004,1,1
G15000900311012010,150090311012010,G15000900311061005,150090311061005,1,1
G15000900311012011,150090311012011,G15000900311061000,150090311061000,1,1
G15000900311013000,150090311013000,G15000900311062004,150090311062004,1,1
G15000900311013001,150090311013001,G15000900311062000,150090311062000,1,1
G15000900311013002,150090311013002,G15000900311062001,150090311062001,1,1
G15000900311013003,150090311013003,G15000900311062002,150090311062002,1,1
G15000900311013004,150090311013004,G15000900311062003,150090311062003,1,1
G15000900311013005,150090311013005,G15000900311062005,150090311062005,1,1
G15000900311013006,150090311013006,G15000900311062006,150090311062006,1,1
G15000900311013007,150090311013007,G15000900311062007,150090311062007,1,1
G15000900311013008,150090311013008,G15000900311062008,150090311062008,1,1
G15000900311014000,150090311014000,G15000900311071007,150090311071007,1,1
G15000900311014001,150090311014001,G15000900311071004,150090311071004,0.807998938,1
G15000900311014001,150090311014001,G15000900311071006,150090311071006,0.0150103578,0
G15000900311014001,150090311014001,G15000900311071007,150090311071007,0.1769907042,0
G15000900311014002,150090311014002,G15000900311071005,150090311071005,1,1
G15000900311014003,150090311014003,G15000900311071000,150090311071000,0.001005743,0
G15000900311014003,150090311014003,G15000900311071001,150090311071001,0.1972978397,0.5838081857
G15000900311014003,150090311014003,G15000900311071003,150090311071003,0.0106714072,0.3992476183
G15000900311014003,150090311014003,G15000900311071006,150090311071006,0.0022108464,0
G15000900311014003,150090311014003,G15000900311071007,150090311071007,0.7580590252,0
G15000900311014003,150090311014003,G15000900311071008,150090311071008,0.0174499894,0.016944196
G15000900311014003,150090311014003,G15000900311071009,150090311071009,0.00572184,0
G15000900311014003,150090311014003,G15000900311071010,150090311071010,0.0075833091,0
G15000900311014004,150090311014004,G15000900311071007,150090311071007,1,1
G15000900311014005,150090311014005,G15000900311071001,150090311071001,1,1
G15000900311014006,150090311014006,G15000900311071002,150090311071002,1,1
G15000900311014007,150090311014007,G15000900311041004,150090311041004,0.6851845879,1
G15000900311014007,150090311014007,G15000900311071007,150090311071007,0.3148154121,0
G15000900311014008,150090311014008,G15000900311041005,150090311041005,1,1
G15000900311014009,150090311014009,G15000900311071007,150090311071007,1,1
G15000900311021000,150090311021000,G15000900319001108,150090319001108,0.9818613837,1
G15000900311021000,150090311021000,G15000900319001110,150090319001110,0.0181386163,0
G15000900311021001,150090311021001,G15000900319001109,150090319001109,1,1
G15000900311021002,150090311021002,G15000900311021000,150090311021000,0.102309597,0
G15000900311021002,150090311021002,G15000900311021001,150090311021001,0.897690403,1
G15000900311021003,150090311021003,G15000900311021005,150090311021005,1,1
G15000900311021004,150090311021004,G15000900311021004,150090311021004,1,1
G15000900311021005,150090311021005,G15000900311021003,150090311021003,1,1
G15000900311021006,150090311021006,G15000900311021002,150090311021002,1,1
G15000900311021007,150090311021007,G15000900311021006,150090311021006,1,1
G15000900311022000,150090311022000,G15000900311022009,150090311022009,1,1
G15000900311022001,150090311022001,G15000900311022008,150090311022008,1,1
G15000900311022002,150090311022002,G15000900311022006,150090311022006,1,1
G15000900311022003,150090311022003,G15000900311022001,150090311022001,1,1
G15000900311022004,150090311022004,G15000900311022002,150090311022002,1,1
G15000900311022005,150090311022005,G15000900311022003,150090311022003,1,1
G15000900311022006,150090311022006,G15000900311022004,150090311022004,1,1
G15000900311022007,150090311022007,G15000900311022005,150090311022005,1,1
G15000900311022008,150090311022008,G15000900311022012,150090311022012,1,1
G15000900311022009,150090311022009,G15000900311022011,150090311022011,1,1
G15000900311022010,150090311022010,G15000900311022010,150090311022010,1,1
G15000900311022011,150090311022011,G15000900311022000,150090311022000,1,1
G15000900311022012,150090311022012,G15000900311022007,150090311022007,1,1
G15000900311023000,150090311023000,G15000900311023002,150090311023002,1,1
G15000900311023001,150090311023001,G15000900311023003,150090311023003,1,1
G15000900311023002,150090311023002,G15000900311023004,150090311023004,1,1
G15000900311023003,150090311023003,G15000900311023005,150090311023005,1,1
G15000900311023004,150090311023004,G15000900311023006,150090311023006,1,1
G15000900311023005,150090311023005,G15000900311023001,150090311023001,1,1
G15000900311023006,150090311023006,G15000900311023000,150090311023000,1,1
G15000900311023007,150090311023007,G15000900311023007,150090311023007,1,1
G15000900311023008,150090311023008,G15000900311023008,150090311023008,1,1
G15000900311023009,150090311023009,G15000900311023009,150090311023009,1,1
G15000900311031000,150090311031000,G15000900311051000,150090311051000,1,1
G15000900311031001,150090311031001,G15000900311051001,150090311051001,1,1
G15000900311031002,150090311031002,G15000900311051001,150090311051001,1,1
G15000900311031003,150090311031003,G15000900311051002,150090311051002,1,1
G15000900311031004,150090311031004,G15000900311051001,150090311051001,1,1
G15000900311031005,150090311031005,G15000900311051003,150090311051003,1,1
G15000900311031006,150090311031006,G15000900311051004,150090311051004,1,1
G15000900311032000,150090311032000,G15000900311052009,150090311052009,1,1
G15000900311032001,150090311032001,G15000900311052008,150090311052008,1,1
G15000900311032002,150090311032002,G15000900311052007,150090311052007,1,1
G15000900311032003,150090311032003,G15000900311052006,150090311052006,1,1
G15000900311032004,150090311032004,G15000900311052005,150090311052005,1,1
G15000900311032005,150090311032005,G15000900311052004,150090311052004,1,1
G15000900311032006,150090311032006,G15000900311052003,150090311052003,1,1
G15000900311032007,150090311032007,G15000900311052002,150090311052002,1,1
G15000900311032008,150090311032008,G15000900311052001,150090311052001,1,1
G15000900311032009,150090311032009,G15000900311052013,150090311052013,1,1
G15000900311032010,150090311032010,G15000900311052012,150090311052012,1,1
G15000900311032011,150090311032011,G15000900311052011,150090311052011,1,1
G15000900311032012,150090311032012,G15000900311052010,150090311052010,1,1
G15000900311032013,150090311032013,G15000900311052000,150090311052000,1,1
G15000900311033000,150090311033000,G15000900311041002,150090311041002,1,1
G15000900311033001,150090311033001,G15000900311041000,150090311041000,1,1
G15000900311033002,150090311033002,G15000900311041001,150090311041001,1,1
G15000900311033003,150090311033003,G15000900311041008,150090311041008,1,1
G15000900311033004,150090311033004,G15000900311041000,150090311041000,1,1
G15000900311033005,150090311033005,G15000900311041003,150090311041003,1,1
G15000900311033006,150090311033006,G15000900311041003,150090311041003,0.6839279754,0.086842797
G15000900311033006,150090311033006,G15000900311041004,150090311041004,0.2031068581,0.36466388
G15000900311033006,150090311033006,G15000900311053001,150090311053001,0.1129651665,0.5484933231
G15000900311033007,150090311033007,G15000900311053000,150090311053000,1,1
G15000900311033008,150090311033008,G15000900311041006,150090311041006,1,1
G15000900311033009,150090311033009,G15000900311041007,150090311041007,1,1
G15000900311033010,150090311033010,G15000900311053001,150090311053001,1,1
G15000900311033011,150090311033011,G15000900311053001,150090311053001,1,1
G15000900311033012,150090311033012,G15000900311053001,150090311053001,1,1
G15000900311033013,150090311033013,G15000900311053009,150090311053009,1,1
G15000900311033014,150090311033014,G15000900311053005,150090311053005,1,1
G15000900311033015,150090311033015,G15000900311053002,150090311053002,1,1
G15000900311033016,150090311033016,G15000900311053001,150090311053001,1,1
G15000900311033017,150090311033017,G15000900311041005,150090311041005,1,1
G15000900311033018,150090311033018,G15000900311041004,150090311041004,0.8992238034,1
G15000900311033018,150090311033018,G15000900311071007,150090311071007,0.1007761966,0
G15000900311033019,150090311033019,G15000900311041008,150090311041008,1,1
G15000900311034000,150090311034000,G15000900311053014,150090311053014,1,1
G15000900311034001,150090311034001,G15000900311053003,150090311053003,1,1
G15000900311034002,150090311034002,G15000900311053011,150090311053011,1,1
G15000900311034003,150090311034003,G15000900311053008,150090311053008,1,1
G15000900311034004,150090311034004,G15000900311053007,150090311053007,1,1
G15000900311034005,150090311034005,G15000900311053012,150090311053012,1,1
G15000900311034006,150090311034006,G15000900311053013,150090311053013,1,1
G15000900311034007,150090311034007,G15000900311053010,150090311053010,1,1
G15000900311034008,150090311034008,G15000900311053004,150090311053004,1,1
G15000900311034009,150090311034009,G15000900311053006,150090311053006,1,1
G15000900314021000,150090314021000,G15000900314021001,150090314021001,1,1
G15000900314021001,150090314021001,G15000900314021001,150090314021001,0.9569263009,1
G15000900314021001,150090314021001,G15000900314021024,150090314021024,0.0430736991,0
G15000900314021002,150090314021002,G15000900314021001,150090314021001,1,1
G15000900314021003,150090314021003,G15000900314021001,150090314021001,1,1
G15000900314021004,150090314021004,G15000900314021001,150090314021001,1,1
G15000900314021005,150090314021005,G15000900314021001,150090314021001,1,1
G15000900314021006,150090314021006,G15000900314021001,150090314021001,1,1
G15000900314021007,150090314021007,G15000900314021001,150090314021001,1,1
G15000900314021008,150090314021008,G15000900314021001,150090314021001,1,1
G15000900314021009,150090314021009,G15000900314021001,150090314021001,1,1
G15000900314021010,150090314021010,G15000900314021001,150090314021001,1,1
G15000900314021011,150090314021011,G15000900314021001,150090314021001,1,1
G15000900314021012,150090314021012,G15000900314021022,150090314021022,1,1
G15000900314021013,150090314021013,G15000900314021022,150090314021022,1,1
G15000900314021014,150090314021014,G15000900314021022,150090314021022,1,1
G15000900314021015,150090314021015,G15000900314021022,150090314021022,1,1
G15000900314021016,150090314021016,G15000900314021022,150090314021022,1,1
G15000900314021017,150090314021017,G15000900314021022,150090314021022,1,1
G15000900314021018,150090314021018,G15000900314021022,150090314021022,1,1
G15000900314021019,150090314021019,G15000900314021022,150090314021022,1,1
G15000900314021020,150090314021020,G15000900314021022,150090314021022,1,1
G15000900314021021,150090314021021,G15000900314021022,150090314021022,1,1
G15000900314021022,150090314021022,G15000900314021022,150090314021022,1,1
G15000900314021023,150090314021023,G15000900314021022,150090314021022,1,1
G15000900314021024,150090314021024,G15000900314021022,150090314021022,1,1
G15000900314021025,150090314021025,G15000900314021022,150090314021022,1,1
G15000900314021026,150090314021026,G15000900314021022,150090314021022,1,1
G15000900314021027,150090314021027,G15000900314021022,150090314021022,1,1
G15000900314021028,150090314021028,G15000900314021022,150090314021022,1,1
G15000900314021029,150090314021029,G15000900314021022,150090314021022,1,1
G15000900314021030,150090314021030,G15000900314021022,150090314021022,1,1
G15000900314021031,150090314021031,G15000900314021011,150090314021011,1,1
G15000900314021032,150090314021032,G15000900314021011,150090314021011,1,1
G15000900314021033,150090314021033,G15000900314021011,150090314021011,1,1
G15000900314021034,150090314021034,G15000900314021011,150090314021011,1,1
G15000900314021035,150090314021035,G15000900314021011,150090314021011,1,1
G15000900314021036,150090314021036,G15000900314021012,150090314021012,1,1
G15000900314021037,150090314021037,G15000900314021012,150090314021012,1,1
G15000900314021038,150090314021038,G15000900314021012,150090314021012,1,1
G15000900314021039,150090314021039,G15000900314021014,150090314021014,0.7033480053,0.7033480053
G15000900314021039,150090314021039,G15000900314021017,150090314021017,0.2966519947,0.2966519947
G15000900314021040,150090314021040,G15000900314021016,150090314021016,1,1
G15000900314021041,150090314021041,G15000900314021015,150090314021015,1,1
G15000900314021042,150090314021042,G15000900314021001,150090314021001,1,1
G15000900314021043,150090314021043,G15000900314021013,150090314021013,1,1
G15000900314021044,150090314021044,G15000900314021006,150090314021006,1,1
G15000900314021045,150090314021045,G15000900314021000,150090314021000,0.0636607584,0
G15000900314021045,150090314021045,G15000900314021001,150090314021001,0.6580043782,0.3400784892
G15000900314021045,150090314021045,G15000900314021002,150090314021002,0.0527858202,0.6599215108
G15000900314021045,150090314021045,G15000900314021006,150090314021006,0.2255490431,0
G15000900314021046,150090314021046,G15000900314021006,150090314021006,1,1
G15000900314021047,150090314021047,G15000900314021001,150090314021001,1,1
G15000900314021048,150090314021048,G15000900314021012,150090314021012,1,1
G15000900314021049,150090314021049,G15000900314021012,150090314021012,1,1
G15000900314021050,150090314021050,G15000900314021011,150090314021011,1,1
G15000900314021051,150090314021051,G15000900314021011,150090314021011,1,1
G15000900314021052,150090314021052,G15000900314021011,150090314021011,1,1
G15000900314021053,150090314021053,G15000900314021011,150090314021011,1,1
G15000900314021054,150090314021054,G15000900314021011,150090314021011,1,1
G15000900314021055,150090314021055,G15000900314021011,150090314021011,1,1
G15000900314021056,150090314021056,G15000900314021011,150090314021011,1,1
G15000900314021057,150090314021057,G15000900314021011,150090314021011,1,1
G15000900314021058,150090314021058,G15000900314021022,150090314021022,1,1
G15000900314021059,150090314021059,G15000900314021022,150090314021022,1,1
G15000900314021060,150090314021060,G15000900314021022,150090314021022,1,1
G15000900314021061,150090314021061,G15000900314021011,150090314021011,1,1
G15000900314021062,150090314021062,G15000900314021011,150090314021011,1,1
G15000900314021063,150090314021063,G15000900314021011,150090314021011,1,1
G15000900314021064,150090314021064,G15000900314021011,150090314021011,1,1
G15000900314021065,150090314021065,G15000900314021011,150090314021011,1,1
G15000900314021066,150090314021066,G15000900314021011,150090314021011,1,1
G15000900314021067,150090314021067,G15000900314021011,150090314021011,1,1
G15000900314021068,150090314021068,G15000900314021011,150090314021011,1,1
G15000900314021069,150090314021069,G15000900314021011,150090314021011,1,1
G15000900314021070,150090314021070,G15000900314021011,150090314021011,1,1
G15000900314021071,150090314021071,G15000900314021001,150090314021001,1,1
G15000900314021072,150090314021072,G15000900314021011,150090314021011,1,1
G15000900314021073,150090314021073,G15000900314021011,150090314021011,1,1
G15000900314021074,150090314021074,G15000900314021012,150090314021012,1,1
G15000900314021075,150090314021075,G15000900314021001,150090314021001,1,1
G15000900314021076,150090314021076,G15000900314021001,150090314021001,1,1
G15000900314021077,150090314021077,G15000900314021010,150090314021010,1,1
G15000900314021078,150090314021078,G15000900314021001,150090314021001,1,1
G15000900314021079,150090314021079,G15000900314021001,150090314021001,1,1
G15000900314021080,150090314021080,G15000900314021011,150090314021011,1,1
G15000900314021081,150090314021081,G15000900314021001,150090314021001,1,1
G15000900314021082,150090314021082,G15000900314021001,150090314021001,1,1
G15000900314021083,150090314021083,G15000900314021022,150090314021022,1,1
G15000900314021084,150090314021084,G15000900314021022,150090314021022,1,1
G15000900314021085,150090314021085,G15000900314021022,150090314021022,1,1
G15000900314021086,150090314021086,G15000900314021022,150090314021022,1,1
G15000900314021087,150090314021087,G15000900314021022,150090314021022,1,1
G15000900314021088,150090314021088,G15000900314021022,150090314021022,1,1
G15000900314021089,150090314021089,G15000900314021022,150090314021022,1,1
G15000900314021090,150090314021090,G15000900314021022,150090314021022,1,1
G15000900314021091,150090314021091,G15000900314021022,150090314021022,1,1
G15000900314021092,150090314021092,G15000900314021022,150090314021022,1,1
G15000900314021093,150090314021093,G15000900314021022,150090314021022,1,1
G15000900314021094,150090314021094,G15000900314021022,150090314021022,1,1
G15000900314021095,150090314021095,G15000900314021022,150090314021022,1,1
G15000900314021096,150090314021096,G15000900314021022,150090314021022,1,1
G15000900314021097,150090314021097,G15000900314021022,150090314021022,1,1
G15000900314021098,150090314021098,G15000900314021022,150090314021022,1,1
G15000900314021099,150090314021099,G15000900314021022,150090314021022,1,1
G15000900314021100,150090314021100,G15000900314021022,150090314021022,1,1
G15000900314021101,150090314021101,G15000900314021022,150090314021022,1,1
G15000900314021102,150090314021102,G15000900314021022,150090314021022,1,1
G15000900314021103,150090314021103,G15000900314021022,150090314021022,1,1
G15000900314021104,150090314021104,G15000900314021022,150090314021022,1,1
G15000900314021105,150090314021105,G15000900314021001,150090314021001,1,1
G15000900314021106,150090314021106,G15000900314021001,150090314021001,1,1
G15000900314021107,150090314021107,G15000900314021001,150090314021001,1,1
G15000900314021108,150090314021108,G15000900314021001,150090314021001,1,1
G15000900314021109,150090314021109,G15000900314021001,150090314021001,1,1
G15000900314021110,150090314021110,G15000900314021001,150090314021001,1,1
G15000900314021111,150090314021111,G15000900314021001,150090314021001,1,1
G15000900314021112,150090314021112,G15000900314021001,150090314021001,1,1
G15000900314021113,150090314021113,G15000900314021001,150090314021001,1,1
G15000900314021114,150090314021114,G15000900314021003,150090314021003,1,1
G15000900314021115,150090314021115,G15000900314021008,150090314021008,1,1
G15000900314021116,150090314021116,G15000900314021001,150090314021001,1,1
G15000900314021117,150090314021117,G15000900314021009,150090314021009,1,1
G15000900314021118,150090314021118,G15000900314021009,150090314021009,1,1
G15000900314021119,150090314021119,G15000900314021001,150090314021001,1,1
G15000900314021120,150090314021120,G15000900314021010,150090314021010,1,1
G15000900314021121,150090314021121,G15000900314021010,150090314021010,1,1
G15000900314021122,150090314021122,G15000900314021019,150090314021019,1,1
G15000900314021123,150090314021123,G15000900314021002,150090314021002,1,1
G15000900314021124,150090314021124,G15000900314021002,150090314021002,1,1
G15000900314021125,150090314021125,G15000900314021021,150090314021021,1,1
G15000900314021126,150090314021126,G15000900314021009,150090314021009,0.1799036145,0.1377500345
G15000900314021126,150090314021126,G15000900314021020,150090314021020,0.4350682731,0.5276297421
G15000900314021126,150090314021126,G15000900314021021,150090314021021,0.3850281124,0.3346202234
G15000900314021127,150090314021127,G15000900314021009,150090314021009,1,1
G15000900314021128,150090314021128,G15000900314021021,150090314021021,0.0349837507,0.0248908151
G15000900314021128,150090314021128,G15000900314021023,150090314021023,0.9650162493,0.9751091849
G15000900314021129,150090314021129,G15000900314021009,150090314021009,1,1
G15000900314021130,150090314021130,G15000900314021023,150090314021023,1,1
G15000900314021131,150090314021131,G15000900314021018,150090314021018,1,1
G15000900314021132,150090314021132,G15000900314021018,150090314021018,1,1
G15000900314021133,150090314021133,G15000900314021004,150090314021004,1,1
G15000900314021134,150090314021134,G15000900314021001,150090314021001,1,1
G15000900314021135,150090314021135,G15000900314021001,150090314021001,1,1
G15000900314021136,150090314021136,G15000900314021007,150090314021007,1,1
G15000900314021137,150090314021137,G15000900314021005,150090314021005,1,1
G15000900314021138,150090314021138,G15000900314021001,150090314021001,1,1
G15000900314021139,150090314021139,G15000900314021022,150090314021022,1,1
G15000900314021140,150090314021140,G15000900314021022,150090314021022,1,1
G15000900314021141,150090314021141,G15000900314021022,150090314021022,1,1
G15000900314021142,150090314021142,G15000900314021022,150090314021022,1,1
G15000900314021143,150090314021143,G15000900314021001,150090314021001,0.6963136606,1
G15000900314021143,150090314021143,G15000900314021024,150090314021024,0.3036863394,0
G15000900314021144,150090314021144,G15000900314021011,150090314021011,1,1
G15000900314021145,150090314021145,G15000900314021010,150090314021010,1,1
G15000900314021146,150090314021146,G15000900314021010,150090314021010,1,1
G15000900314021147,150090314021147,G15000900314021001,150090314021001,1,1
G15000900314022000,150090314022000,G15000900314022000,150090314022000,1,1
G15000900314022001,150090314022001,G15000900314022001,150090314022001,1,1
G15000900314022002,150090314022002,G15000900314022009,150090314022009,1,1
G15000900314022003,150090314022003,G15000900314022005,150090314022005,1,1
G15000900314022004,150090314022004,G15000900314022004,150090314022004,1,1
G15000900314022005,150090314022005,G15000900314022004,150090314022004,1,1
G15000900314022006,150090314022006,G15000900314022004,150090314022004,1,1
G15000900314022007,150090314022007,G15000900314022002,150090314022002,1,1
G15000900314022008,150090314022008,G15000900314022002,150090314022002,1,1
G15000900314022009,150090314022009,G15000900314022003,150090314022003,1,1
G15000900314022010,150090314022010,G15000900314022002,150090314022002,1,1
G15000900314022011,150090314022011,G15000900314022001,150090314022001,0.4016944076,0.2486530244
G15000900314022011,150090314022011,G15000900314022002,150090314022002,0.5983055924,0.7513469756
G15000900314022012,150090314022012,G15000900314022001,150090314022001,0.1841081682,0.1000960853
G15000900314022012,150090314022012,G15000900314022002,150090314022002,0.8158918318,0.8999039147
G15000900314022013,150090314022013,G15000900314022001,150090314022001,0.5401503705,0.3666881802
G15000900314022013,150090314022013,G15000900314022002,150090314022002,0.4598496295,0.6333118198
G15000900314022014,150090314022014,G15000900314022006,150090314022006,1,1
G15000900314022015,150090314022015,G15000900314022006,150090314022006,0.0015455974,0
G15000900314022015,150090314022015,G15000900314022007,150090314022007,0.9605012283,0
G15000900314022015,150090314022015,G15000900314043003,150090314043003,0.0012613673,0
G15000900314022015,150090314022015,G15000900314043006,150090314043006,0.036691807,1
G15000900314022016,150090314022016,G15000900314022006,150090314022006,1,1
G15000900314022017,150090314022017,G15000900314022008,150090314022008,1,1
G15000900314041000,150090314041000,G15000900314041008,150090314041008,1,1
G15000900314041001,150090314041001,G15000900314041010,150090314041010,1,1
G15000900314041002,150090314041002,G15000900314041011,150090314041011,1,1
G15000900314041003,150090314041003,G15000900314041004,150090314041004,1,1
G15000900314041004,150090314041004,G15000900314041003,150090314041003,1,1
G15000900314041005,150090314041005,G15000900314041002,150090314041002,1,1
G15000900314041006,150090314041006,G15000900314041009,150090314041009,1,1
G15000900314041007,150090314041007,G15000900314041001,150090314041001,1,1
G15000900314041008,150090314041008,G15000900314041005,150090314041005,1,1
G15000900314041009,150090314041009,G15000900314041000,150090314041000,1,1
G15000900314041010,150090314041010,G15000900314041008,150090314041008,1,1
G15000900314041011,150090314041011,G15000900314041007,150090314041007,1,1
G15000900314041012,150090314041012,G15000900314041006,150090314041006,1,1
G15000900314041013,150090314041013,G15000900314041006,150090314041006,1,1
G15000900314041014,150090314041014,G15000900314041014,150090314041014,1,1
G15000900314041015,150090314041015,G15000900314041015,150090314041015,0.9415681571,0.9415681571
G15000900314041015,150090314041015,G15000900314041016,150090314041016,0.0584318429,0.0584318429
G15000900314041016,150090314041016,G15000900314041017,150090314041017,1,1
G15000900314041017,150090314041017,G15000900314041013,150090314041013,1,1
G15000900314041018,150090314041018,G15000900314041012,150090314041012,1,1
G15000900314042000,150090314042000,G15000900314042008,150090314042008,1,1
G15000900314042001,150090314042001,G15000900314042009,150090314042009,1,1
G15000900314042002,150090314042002,G15000900314042010,150090314042010,1,1
G15000900314042003,150090314042003,G15000900314042007,150090314042007,1,1
G15000900314042004,150090314042004,G15000900314042001,150090314042001,1,1
G15000900314042005,150090314042005,G15000900314042000,150090314042000,1,1
G15000900314042006,150090314042006,G15000900314042001,150090314042001,1,1
G15000900314042007,150090314042007,G15000900314042002,150090314042002,1,1
G15000900314042008,150090314042008,G15000900314042002,150090314042002,1,1
G15000900314042009,150090314042009,G15000900314042002,150090314042002,1,1
G15000900314042010,150090314042010,G15000900314042003,150090314042003,1,1
G15000900314042011,150090314042011,G15000900314042004,150090314042004,1,1
G15000900314042012,150090314042012,G15000900314042006,150090314042006,1,1
G15000900314042013,150090314042013,G15000900314042005,150090314042005,1,1
G15000900314042014,150090314042014,G15000900314042002,150090314042002,1,1
G15000900314042015,150090314042015,G15000900314042002,150090314042002,1,1
G15000900314042016,150090314042016,G15000900314042011,150090314042011,1,1
G15000900314042017,150090314042017,G15000900314042012,150090314042012,1,1
G15000900314043000,150090314043000,G15000900314043005,150090314043005,1,1
G15000900314043001,150090314043001,G15000900314043003,150090314043003,1,1
G15000900314043002,150090314043002,G15000900314043002,150090314043002,1,1
G15000900314043003,150090314043003,G15000900314043004,150090314043004,1,1
G15000900314043004,150090314043004,G15000900314043006,150090314043006,1,1
G15000900314043005,150090314043005,G15000900314043000,150090314043000,0.1142206839,0.3194570136
G15000900314043005,150090314043005,G15000900314043001,150090314043001,0.8857793161,0.6805429864
G15000900314043006,150090314043006,G15000900314043008,150090314043008,1,1
